Write Type,Global Time,Logical Clock Time,Message,Message Queue Length,Sender,2.0
2,1678306150.379188,1,-1,-1,-1
3,1678306150.882302,2,-1,-1,-1
0,1678306151.387109,3,"2, 2",0,2
5,1678306151.889133,4,-1,-1,-1
6,1678306152.393949,5,-1,-1,-1
7,1678306152.895327,6,-1,-1,-1
8,1678306153.399174,7,-1,-1,-1
9,1678306153.9042492,8,-1,-1,-1
10,1678306154.407785,9,-1,-1,-1
1,1678306154.912589,10,-1,-1,-1
0,1678306155.4132218,11,"10, 2",0,2
3,1678306155.917633,12,-1,-1,-1
0,1678306156.422438,13,"12, 2",0,2
5,1678306156.923666,14,-1,-1,-1
6,1678306157.428328,15,-1,-1,-1
7,1678306157.931347,16,-1,-1,-1
8,1678306158.435749,17,-1,-1,-1
9,1678306158.939039,18,-1,-1,-1
10,1678306159.443008,19,-1,-1,-1
1,1678306159.943244,20,-1,-1,-1
0,1678306160.4483001,21,"20, 2",0,2
3,1678306160.952499,22,-1,-1,-1
0,1678306161.4565,23,"22, 2",0,2
5,1678306161.958442,24,-1,-1,-1
6,1678306162.4620469,25,-1,-1,-1
7,1678306162.963087,26,-1,-1,-1
8,1678306163.464326,27,-1,-1,-1
9,1678306163.9659011,28,-1,-1,-1
10,1678306164.4667652,29,-1,-1,-1
1,1678306164.971893,30,-1,-1,-1
0,1678306165.474642,31,"30, 2",0,2
3,1678306165.979197,32,-1,-1,-1
0,1678306166.4807858,33,"32, 2",0,2
5,1678306166.981846,34,-1,-1,-1
6,1678306167.483371,35,-1,-1,-1
7,1678306167.9846342,36,-1,-1,-1
8,1678306168.485973,37,-1,-1,-1
9,1678306168.98739,38,-1,-1,-1
10,1678306169.492515,39,-1,-1,-1
1,1678306169.9964,40,-1,-1,-1
0,1678306170.4992719,41,"40, 2",0,2
3,1678306171.00334,42,-1,-1,-1
0,1678306171.5051908,43,"42, 2",0,2
5,1678306172.010315,44,-1,-1,-1
6,1678306172.515824,45,-1,-1,-1
