Write Type,Global Time,Logical Clock Time,Message,Message Queue Length,Sender,4.0
9,1678305606.604866,1,-1,-1,-1
0,1678305606.871597,2,"1, 1",0,1
0,1678305607.125898,3,"2, 1",0,1
7,1678305607.3784661,4,-1,-1,-1
7,1678305607.629708,5,-1,-1,-1
3,1678305607.8843179,6,"6, 3",-1,-1
7,1678305608.137889,7,-1,-1,-1
0,1678305608.391095,9,"8, 1",0,1
1,1678305608.645775,10,"10, 3",-1,-1
10,1678305608.896379,11,-1,-1,-1
0,1678305609.151843,12,"11, 2",0,2
0,1678305609.4057221,14,"13, 1",0,1
1,1678305609.659466,15,"15, 3",-1,-1
6,1678305609.909955,16,-1,-1,-1
0,1678305610.163933,17,"16, 2",0,2
9,1678305610.41733,18,-1,-1,-1
8,1678305610.6679192,19,-1,-1,-1
4,1678305610.923072,20,-1,-1,-1
10,1678305611.1769722,21,-1,-1,-1
3,1678305611.4282508,22,"22, 3",-1,-1
2,1678305611.680681,23,"23, 3",-1,-1
5,1678305611.932118,24,-1,-1,-1
1,1678305612.184009,25,"25, 3",-1,-1
2,1678305612.437928,26,"26, 3",-1,-1
9,1678305612.693239,27,-1,-1,-1
10,1678305612.943587,28,-1,-1,-1
0,1678305613.195441,29,"28, 1",0,1
2,1678305613.4458702,30,"30, 3",-1,-1
9,1678305613.700187,31,-1,-1,-1
9,1678305613.953831,32,-1,-1,-1
1,1678305614.208816,33,"33, 3",-1,-1
4,1678305614.460584,34,-1,-1,-1
3,1678305614.714454,35,"35, 3",-1,-1
10,1678305614.965833,36,-1,-1,-1
0,1678305615.218369,38,"37, 2",0,2
0,1678305615.4720352,39,"38, 2",0,2
7,1678305615.723306,40,-1,-1,-1
0,1678305615.976088,41,"39, 1",0,1
4,1678305616.227316,42,-1,-1,-1
2,1678305616.481428,43,"43, 3",-1,-1
9,1678305616.736705,44,-1,-1,-1
7,1678305616.9894872,45,-1,-1,-1
0,1678305617.24309,46,"45, 2",0,2
0,1678305617.494556,47,"44, 1",0,1
8,1678305617.7456992,48,-1,-1,-1
5,1678305617.9994628,49,-1,-1,-1
0,1678305618.252872,50,"48, 2",0,2
8,1678305618.5074759,51,-1,-1,-1
10,1678305618.758353,52,-1,-1,-1
0,1678305619.008848,53,"50, 1",0,1
9,1678305619.263361,54,-1,-1,-1
6,1678305619.5141902,55,-1,-1,-1
8,1678305619.766104,56,-1,-1,-1
6,1678305620.018694,57,-1,-1,-1
0,1678305620.271905,58,"54, 1",1,1
0,1678305620.523936,59,"55, 2",0,2
5,1678305620.776609,60,-1,-1,-1
8,1678305621.0272782,61,-1,-1,-1
9,1678305621.28087,62,-1,-1,-1
0,1678305621.534869,63,"59, 2",0,2
7,1678305621.786368,64,-1,-1,-1
6,1678305622.0382059,65,-1,-1,-1
2,1678305622.289633,66,"66, 3",-1,-1
0,1678305622.541648,67,"62, 1",0,1
9,1678305622.795497,68,-1,-1,-1
2,1678305623.047522,69,"69, 3",-1,-1
3,1678305623.299775,70,"70, 3",-1,-1
1,1678305623.553643,71,"71, 3",-1,-1
8,1678305623.8088,72,-1,-1,-1
4,1678305624.05987,73,-1,-1,-1
5,1678305624.3116019,74,-1,-1,-1
7,1678305624.566236,75,-1,-1,-1
10,1678305624.818357,76,-1,-1,-1
7,1678305625.070534,77,-1,-1,-1
2,1678305625.3251572,78,"78, 3",-1,-1
1,1678305625.579694,79,"79, 3",-1,-1
4,1678305625.830473,80,-1,-1,-1
7,1678305626.08527,81,-1,-1,-1
0,1678305626.3388631,82,"81, 2",0,2
0,1678305626.5933802,83,"82, 2",0,2
1,1678305626.8438778,84,"84, 3",-1,-1
2,1678305627.094469,85,"85, 3",-1,-1
10,1678305627.347255,86,-1,-1,-1
9,1678305627.601494,87,-1,-1,-1
8,1678305627.8526049,88,-1,-1,-1
8,1678305628.107701,89,-1,-1,-1
6,1678305628.363265,90,-1,-1,-1
0,1678305628.618626,91,"90, 2",0,2
4,1678305628.86907,92,-1,-1,-1
7,1678305629.121066,93,-1,-1,-1
8,1678305629.37158,94,-1,-1,-1
6,1678305629.625563,95,-1,-1,-1
7,1678305629.8783119,96,-1,-1,-1
2,1678305630.130465,97,"97, 3",-1,-1
6,1678305630.384703,98,-1,-1,-1
2,1678305630.638593,99,"99, 3",-1,-1
3,1678305630.891652,100,"100, 3",-1,-1
2,1678305631.142188,101,"101, 3",-1,-1
0,1678305631.396127,103,"102, 1",0,1
0,1678305631.64911,104,"103, 1",0,1
6,1678305631.902291,105,-1,-1,-1
1,1678305632.154228,106,"106, 3",-1,-1
1,1678305632.4064121,107,"107, 3",-1,-1
0,1678305632.661584,108,"105, 2",0,2
1,1678305632.913363,109,"109, 3",-1,-1
0,1678305633.163908,110,"106, 2",0,2
10,1678305633.418977,111,-1,-1,-1
3,1678305633.671493,112,"112, 3",-1,-1
5,1678305633.926103,113,-1,-1,-1
10,1678305634.17869,114,-1,-1,-1
0,1678305634.4333289,115,"114, 1",0,1
10,1678305634.689339,116,-1,-1,-1
9,1678305634.942137,117,-1,-1,-1
5,1678305635.1956842,118,-1,-1,-1
9,1678305635.44649,119,-1,-1,-1
0,1678305635.697976,120,"119, 2",0,2
8,1678305635.9506571,121,-1,-1,-1
0,1678305636.2041228,122,"120, 2",0,2
10,1678305636.458712,123,-1,-1,-1
2,1678305636.7096162,124,"124, 3",-1,-1
10,1678305636.9613,125,-1,-1,-1
0,1678305637.216844,126,"123, 1",0,1
0,1678305637.472382,127,"124, 1",0,1
0,1678305637.7263439,128,"125, 1",0,1
10,1678305637.979719,129,-1,-1,-1
10,1678305638.2306602,130,-1,-1,-1
9,1678305638.481289,131,-1,-1,-1
8,1678305638.732011,132,-1,-1,-1
7,1678305638.984365,133,-1,-1,-1
0,1678305639.239975,134,"129, 1",0,1
8,1678305639.49296,135,-1,-1,-1
6,1678305639.7470138,136,-1,-1,-1
5,1678305640.0024042,137,-1,-1,-1
0,1678305640.254487,138,"134, 2",0,2
2,1678305640.5092611,139,"139, 3",-1,-1
10,1678305640.764054,140,-1,-1,-1
10,1678305641.016694,141,-1,-1,-1
6,1678305641.2710788,142,-1,-1,-1
8,1678305641.534106,143,-1,-1,-1
8,1678305641.787683,144,-1,-1,-1
0,1678305642.0387552,145,"140, 1",0,1
8,1678305642.293172,146,-1,-1,-1
7,1678305642.5442922,147,-1,-1,-1
5,1678305642.798204,148,-1,-1,-1
0,1678305643.052088,149,"143, 1",0,1
1,1678305643.307698,150,"150, 3",-1,-1
4,1678305643.560272,151,-1,-1,-1
7,1678305643.815197,152,-1,-1,-1
10,1678305644.086897,153,-1,-1,-1
4,1678305644.338052,154,-1,-1,-1
0,1678305644.589653,155,"153, 1",0,1
2,1678305644.8443189,156,"156, 3",-1,-1
7,1678305645.0968509,157,-1,-1,-1
7,1678305645.3503191,158,-1,-1,-1
8,1678305645.6015518,159,-1,-1,-1
8,1678305645.854101,160,-1,-1,-1
0,1678305646.108495,161,"160, 2",0,2
5,1678305646.358824,162,-1,-1,-1
0,1678305646.613708,163,"161, 2",0,2
4,1678305646.8662689,164,-1,-1,-1
7,1678305647.12066,165,-1,-1,-1
6,1678305647.3734431,166,-1,-1,-1
2,1678305647.6283488,167,"167, 3",-1,-1
6,1678305647.883799,168,-1,-1,-1
1,1678305648.137056,169,"169, 3",-1,-1
2,1678305648.390214,170,"170, 3",-1,-1
5,1678305648.6416872,171,-1,-1,-1
1,1678305648.8973079,172,"172, 3",-1,-1
6,1678305649.1508422,173,-1,-1,-1
8,1678305649.401433,174,-1,-1,-1
1,1678305649.655908,175,"175, 3",-1,-1
3,1678305649.91092,176,"176, 3",-1,-1
4,1678305650.1637928,177,-1,-1,-1
5,1678305650.41726,178,-1,-1,-1
5,1678305650.670387,179,-1,-1,-1
0,1678305650.924278,180,"179, 2",0,2
6,1678305651.174612,181,-1,-1,-1
1,1678305651.425672,182,"182, 3",-1,-1
10,1678305651.681032,183,-1,-1,-1
