Write Type,Global Time,Logical Clock Time,Message,Message Queue Length,Sender,2.0
10,1678305606.789918,1,-1,-1,-1
0,1678305607.290897,6,"5, 1",0,1
0,1678305607.796135,9,"8, 2",0,2
0,1678305608.2993941,12,"11, 2",0,2
0,1678305608.803615,13,"12, 2",0,2
0,1678305609.3041458,19,"18, 1",0,1
0,1678305609.808352,20,"18, 2",0,2
2,1678305610.309401,21,"21, 3",-1,-1
1,1678305610.810928,22,"22, 3",-1,-1
2,1678305611.316375,23,"23, 3",-1,-1
0,1678305611.821225,30,"29, 1",0,1
0,1678305612.3224168,32,"31, 1",1,1
0,1678305612.82339,35,"34, 2",1,2
0,1678305613.323972,39,"38, 1",0,1
0,1678305613.8246021,45,"44, 2",1,2
0,1678305614.327369,46,"45, 2",1,2
0,1678305614.831181,49,"48, 2",3,2
0,1678305615.332365,50,"49, 2",2,2
0,1678305615.836094,51,"50, 2",3,2
0,1678305616.339709,52,"51, 2",3,2
0,1678305616.84345,57,"56, 2",2,2
0,1678305617.348338,58,"56, 1",2,1
0,1678305617.853428,60,"59, 2",3,2
0,1678305618.3581922,67,"66, 2",2,2
0,1678305618.859522,68,"67, 2",4,2
0,1678305619.362847,69,"68, 2",3,2
0,1678305619.866982,74,"73, 2",3,2
0,1678305620.368768,75,"74, 2",3,2
0,1678305620.871966,76,"74, 1",2,1
0,1678305621.37685,80,"79, 1",2,1
0,1678305621.878349,83,"82, 2",3,2
0,1678305622.379551,90,"89, 1",3,1
0,1678305622.882902,92,"91, 1",2,1
0,1678305623.3837702,93,"92, 1",2,1
0,1678305623.887601,94,"93, 1",2,1
0,1678305624.391915,103,"102, 1",3,1
0,1678305624.897046,104,"103, 2",3,2
0,1678305625.400645,109,"108, 1",2,1
0,1678305625.9019961,110,"109, 2",1,2
0,1678305626.4074519,112,"111, 1",2,1
0,1678305626.909363,120,"119, 2",2,2
0,1678305627.414492,121,"120, 2",3,2
0,1678305627.919275,124,"123, 2",2,2
0,1678305628.424802,126,"125, 2",1,2
0,1678305628.930149,128,"127, 1",1,1
0,1678305629.434687,136,"135, 2",2,2
0,1678305629.938355,137,"135, 1",2,1
0,1678305630.443543,138,"137, 1",1,1
0,1678305630.946832,142,"141, 2",1,2
0,1678305631.447469,148,"147, 1",3,1
0,1678305631.9521248,150,"149, 2",3,2
0,1678305632.455294,151,"148, 1",4,1
0,1678305632.957917,152,"149, 1",5,1
0,1678305633.4626172,155,"154, 2",4,2
0,1678305633.964864,158,"157, 2",3,2
0,1678305634.469137,159,"157, 1",3,1
0,1678305634.974046,160,"159, 2",4,2
0,1678305635.478763,161,"160, 2",4,2
0,1678305635.979964,169,"168, 2",3,2
