Write Type,Global Time,Logical Clock Time,Message,Message Queue Length,Sender,2.0
1,1678300329.730844,1,"1, 2",-1,-1
3,1678300330.236209,2,"2, 2",-1,-1
2,1678300330.740716,3,"3, 2",-1,-1
2,1678300331.242686,4,"4, 2",-1,-1
3,1678300331.746189,5,"5, 2",-1,-1
3,1678300332.252605,6,"6, 2",-1,-1
4,1678300332.754376,7,-1,-1,-1
0,1678300333.267474,9,"8, 1",0,1
1,1678300333.772785,10,"10, 2",-1,-1
0,1678300334.278077,11,"10, 1",0,1
4,1678300334.7822669,12,-1,-1,-1
3,1678300335.2871318,13,"13, 2",-1,-1
3,1678300335.7929878,14,"14, 2",-1,-1
2,1678300336.2972312,15,"15, 2",-1,-1
1,1678300336.80255,16,"16, 2",-1,-1
0,1678300337.315103,18,"17, 1",0,1
1,1678300337.823158,19,"19, 2",-1,-1
0,1678300338.335729,20,"19, 1",0,1
4,1678300338.841899,21,-1,-1,-1
0,1678300339.345182,22,"21, 1",0,1
2,1678300339.851731,23,"23, 2",-1,-1
1,1678300340.3570719,24,"24, 2",-1,-1
1,1678300340.862405,25,"25, 2",-1,-1
0,1678300341.372362,27,"26, 1",0,1
0,1678300341.881204,28,"27, 1",0,1
0,1678300342.386337,29,"28, 1",0,1
0,1678300342.88909,30,"29, 1",0,1
0,1678300343.394188,31,"30, 1",0,1
0,1678300343.8955991,32,"31, 1",0,1
0,1678300344.401845,33,"32, 1",0,1
3,1678300344.903734,34,"34, 2",-1,-1
2,1678300345.405698,35,"35, 2",-1,-1
3,1678300345.9111328,36,"36, 2",-1,-1
1,1678300346.413843,37,"37, 2",-1,-1
0,1678300346.9171531,39,"38, 1",0,1
0,1678300347.4224331,40,"39, 1",0,1
0,1678300347.930641,41,"40, 1",0,1
0,1678300348.43443,42,"41, 1",0,1
3,1678300348.936063,43,"43, 2",-1,-1
1,1678300349.4414861,44,"44, 2",-1,-1
0,1678300349.946711,46,"45, 1",0,1
0,1678300350.451325,47,"46, 1",0,1
4,1678300350.954768,48,-1,-1,-1
0,1678300351.4601421,49,"48, 1",0,1
3,1678300351.964957,50,"50, 2",-1,-1
3,1678300352.467226,51,"51, 2",-1,-1
3,1678300352.9715788,52,"52, 2",-1,-1
3,1678300353.476566,53,"53, 2",-1,-1
3,1678300353.981728,54,"54, 2",-1,-1
1,1678300354.483424,55,"55, 2",-1,-1
0,1678300354.9868622,57,"56, 1",0,1
0,1678300355.4920661,58,"57, 1",0,1
0,1678300355.996767,59,"58, 1",0,1
3,1678300356.498563,60,"60, 2",-1,-1
1,1678300356.999609,61,"61, 2",-1,-1
4,1678300357.5045602,62,-1,-1,-1
1,1678300358.0058281,63,"63, 2",-1,-1
4,1678300358.511199,64,-1,-1,-1
2,1678300359.015156,65,"65, 2",-1,-1
3,1678300359.520331,66,"66, 2",-1,-1
2,1678300360.0272791,67,"67, 2",-1,-1
2,1678300360.530226,68,"68, 2",-1,-1
4,1678300361.035393,69,-1,-1,-1
2,1678300361.540193,70,"70, 2",-1,-1
2,1678300362.047882,71,"71, 2",-1,-1
4,1678300362.5489411,72,-1,-1,-1
0,1678300363.051981,74,"73, 1",0,1
0,1678300363.555059,75,"74, 1",0,1
1,1678300364.063411,76,"76, 2",-1,-1
1,1678300364.567936,77,"77, 2",-1,-1
1,1678300365.072629,78,"78, 2",-1,-1
3,1678300365.5737758,79,"79, 2",-1,-1
3,1678300366.0759711,80,"80, 2",-1,-1
1,1678300366.580578,81,"81, 2",-1,-1
0,1678300367.083331,83,"82, 1",0,1
0,1678300367.586189,84,"83, 1",0,1
0,1678300368.091509,85,"84, 1",0,1
0,1678300368.595082,86,"85, 1",0,1
0,1678300369.097033,87,"86, 1",0,1
4,1678300369.602289,88,-1,-1,-1
0,1678300370.10769,89,"88, 1",0,1
2,1678300370.6130729,90,"90, 2",-1,-1
2,1678300371.117545,91,"91, 2",-1,-1
4,1678300371.6184509,92,-1,-1,-1
0,1678300372.12604,94,"93, 1",0,1
2,1678300372.627249,95,"95, 2",-1,-1
1,1678300373.130423,96,"96, 2",-1,-1
0,1678300373.635408,98,"97, 1",0,1
0,1678300374.136348,99,"98, 1",0,1
3,1678300374.638489,100,"100, 2",-1,-1
1,1678300375.141632,101,"101, 2",-1,-1
0,1678300375.6471832,103,"102, 1",0,1
1,1678300376.152524,104,"104, 2",-1,-1
4,1678300376.6549592,105,-1,-1,-1
0,1678300377.159774,106,"105, 1",0,1
2,1678300377.665925,107,"107, 2",-1,-1
1,1678300378.167878,108,"108, 2",-1,-1
0,1678300378.678116,110,"109, 1",0,1
1,1678300379.179635,111,"111, 2",-1,-1
3,1678300379.684897,112,"112, 2",-1,-1
2,1678300380.1863658,113,"113, 2",-1,-1
3,1678300380.689295,114,"114, 2",-1,-1
1,1678300381.1944761,115,"115, 2",-1,-1
0,1678300381.699711,117,"116, 1",0,1
3,1678300382.20494,118,"118, 2",-1,-1
